val_accuracy,corruption_error,relative_robustness
0.9448529411764706,0.0,1.0
0.28912213740458015,0.7108778625954199,0.3059969703270265
0.030534351145038167,0.9694656488549618,0.03231651171770576
0.02385496183206107,0.976145038167939,0.02524727477945763
0.857824427480916,0.14217557251908397,0.9078920010692964
0.9303435114503816,0.06965648854961837,0.9846437163988475
