val_accuracy,corruption_error,relative_robustness
0.9488357843137254,0.0,1.0
0.816793893129771,0.18320610687022898,0.860837993921722
0.4761450381679389,0.5238549618320612,0.501820279166985
0.04961832061068702,0.950381679389313,0.05229389682702049
0.8654580152671756,0.13454198473282442,0.9121262388866843
0.9456106870229007,0.05438931297709926,0.9966009952995636
