val_accuracy,corruption_error,relative_robustness
0.9414828431372548,0.0,1.0
0.23950381679389313,0.7604961832061069,0.25438999609998936
0.03625954198473282,0.9637404580152672,0.038513226501193605
0.039122137404580155,0.9608778625954199,0.04155374438286679
0.8549618320610687,0.14503816793893132,0.9081013406597229
0.9370229007633588,0.06297709923664119,0.9952628532676874
